,State,School District,LEAID,Year,Total Expenditures,Graduation Rate,Enrollment
0,Alabama,Albertville City,100005,2016,46778000.0,92.0,
1,Alabama,Marshall County,100006,2016,64739000.0,88.0,
2,Alabama,Hoover City,100007,2016,165436000.0,93.0,
3,Alabama,Madison City,100008,2016,101154000.0,97.0,
4,Alabama,Leeds City,100011,2016,32285000.0,92.0,
5,Alabama,Boaz City,100012,2016,22413000.0,82.0,
6,Alabama,Trussville City,100013,2016,65049000.0,96.0,
7,Alabama,Alexander City,100030,2016,29642000.0,92.0,
8,Alabama,Andalusia City,100060,2016,15978000.0,92.0,
9,Alabama,Anniston City,100090,2016,24320000.0,77.0,
10,Alabama,Arab City,100100,2016,26202000.0,92.0,
11,Alabama,Athens City,100120,2016,40785000.0,90.0,
12,Alabama,Attalla City,100180,2016,17120000.0,83.0,
13,Alabama,Saraland City,100185,2016,37818000.0,92.0,
14,Alabama,Chickasaw City,100188,2016,9386000.0,74.5,
15,Alabama,Satsuma City,100189,2016,18106000.0,87.0,
16,Alabama,Alabaster City,100190,2016,91470000.0,97.0,
17,Alabama,Pelham City,100194,2016,64321000.0,95.0,
18,Alabama,Auburn City,100210,2016,131695000.0,88.0,
19,Alabama,Autauga County,100240,2016,76672000.0,86.0,
20,Alabama,Baldwin County,100270,2016,299880000.0,84.0,
21,Alabama,Barbour County,100300,2016,10070000.0,87.0,
22,Alabama,Bessemer City,100330,2016,42030000.0,79.0,
23,Alabama,Bibb County,100360,2016,31662000.0,85.0,
24,Alabama,Birmingham City,100390,2016,272202000.0,77.0,
25,Alabama,Blount County,100420,2016,68297000.0,92.0,
26,Alabama,Brewton City,100450,2016,26652000.0,92.0,
27,Alabama,Bullock County,100480,2016,14713000.0,87.0,
28,Alabama,Butler County,100510,2016,31393000.0,78.0,
29,Alabama,Calhoun County,100540,2016,93475000.0,90.0,
30,Alabama,Chambers County,100600,2016,35428000.0,80.0,
31,Alabama,Cherokee County,100630,2016,41646000.0,93.0,
32,Alabama,Chilton County,100660,2016,66004000.0,84.0,
33,Alabama,Choctaw County,100690,2016,15660000.0,77.0,
34,Alabama,Clarke County,100720,2016,28934000.0,85.0,
35,Alabama,Clay County,100750,2016,17663000.0,87.0,
36,Alabama,Cleburne County,100780,2016,25478000.0,97.5,
37,Alabama,Coffee County,100810,2016,20509000.0,92.0,
38,Alabama,Colbert County,100840,2016,30748000.0,82.0,
39,Alabama,Conecuh County,100870,2016,19915000.0,77.0,
40,Alabama,Coosa County,100900,2016,10517000.0,82.0,
41,Alabama,Covington County,100930,2016,29870000.0,93.0,
42,Alabama,Crenshaw County,100960,2016,21222000.0,92.0,
43,Alabama,Cullman City,100990,2016,30044000.0,93.0,
44,Alabama,Cullman County,101020,2016,93836000.0,85.0,
45,Alabama,Dale County,101050,2016,27492000.0,87.0,
46,Alabama,Daleville City,101080,2016,10652000.0,87.0,
47,Alabama,Dallas County,101110,2016,35428000.0,89.0,
48,Alabama,Dekalb County,101140,2016,83676000.0,88.0,
49,Alabama,Decatur City,101170,2016,109323000.0,87.0,
50,Alabama,Demopolis City,101200,2016,19572000.0,92.0,
51,Alabama,Dothan City,101230,2016,85409000.0,89.0,
52,Alabama,Elba City,101260,2016,7238000.0,97.5,
53,Alabama,Elmore County,101290,2016,96876000.0,86.0,
54,Alabama,Enterprise City,101320,2016,65966000.0,95.0,
55,Alabama,Escambia County,101350,2016,48595000.0,82.0,
56,Alabama,Etowah County,101380,2016,79601000.0,91.0,
57,Alabama,Eufaula City,101410,2016,29843000.0,84.0,
58,Alabama,Fairfield City,101440,2016,18371000.0,82.0,
59,Alabama,Fayette County,101470,2016,21990000.0,87.0,
60,Alabama,Florence City,101530,2016,52958000.0,93.0,
61,Alabama,Fort Payne City,101560,2016,28145000.0,98.0,
62,Alabama,Franklin County,101590,2016,34380000.0,88.0,
63,Alabama,Gadsden City,101620,2016,52913000.0,79.0,
64,Alabama,Geneva City,101640,2016,11983000.0,92.0,
65,Alabama,Geneva County,101660,2016,25792000.0,88.0,
66,Alabama,Greene County,101680,2016,14897000.0,82.0,
67,Alabama,Guntersville City,101690,2016,19412000.0,92.0,
68,Alabama,Hale County,101710,2016,27221000.0,88.0,
69,Alabama,Haleyville City,101720,2016,16158000.0,87.0,
70,Alabama,Hartselle City,101730,2016,29601000.0,93.0,
71,Alabama,Henry County,101740,2016,24025000.0,93.0,
72,Alabama,Homewood City,101760,2016,47726000.0,93.0,
73,Alabama,Houston County,101770,2016,55759000.0,90.0,
74,Alabama,Huntsville City,101800,2016,410031000.0,88.0,
75,Alabama,Jackson County,101830,2016,58329000.0,88.0,
76,Alabama,Jacksonville City,101860,2016,22806000.0,92.0,
77,Alabama,Jasper City,101890,2016,29622000.0,91.0,
78,Alabama,Jefferson County,101920,2016,338349000.0,88.0,
79,Alabama,Lamar County,101950,2016,23060000.0,82.0,
80,Alabama,Lanett City,101980,2016,9419000.0,72.0,
81,Alabama,Lauderdale County,102010,2016,76362000.0,92.0,
82,Alabama,Lawrence County,102040,2016,53773000.0,87.0,
83,Alabama,Lee County,102070,2016,94539000.0,83.0,
84,Alabama,Limestone County,102100,2016,106503000.0,91.0,
85,Alabama,Linden City,102130,2016,5448000.0,84.5,
86,Alabama,Lowndes County,102160,2016,21098000.0,87.0,
87,Alabama,Macon County,102190,2016,26578000.0,86.0,
88,Alabama,Madison County,102220,2016,185652000.0,90.0,
89,Alabama,Marengo County,102250,2016,11678000.0,92.0,
90,Alabama,Marion County,102310,2016,31060000.0,85.0,
91,Alabama,Midfield City,102350,2016,12501000.0,87.0,
92,Alabama,Mobile County,102370,2016,606882000.0,81.0,
93,Alabama,Monroe County,102400,2016,33507000.0,86.0,
94,Alabama,Montgomery County,102430,2016,296474000.0,78.0,
95,Alabama,Morgan County,102480,2016,81220000.0,91.0,
96,Alabama,Mountain Brook City,102490,2016,59779000.0,98.0,
97,Alabama,Muscle Shoals City,102520,2016,28870000.0,97.0,
98,Alabama,Oneonta City,102550,2016,12726000.0,97.5,
99,Alabama,Opelika City,102580,2016,47136000.0,89.0,
100,Alabama,Opp City,102610,2016,13643000.0,92.0,
101,Alabama,Oxford City,102635,2016,41504000.0,96.0,
102,Alabama,Ozark City,102640,2016,23479000.0,87.0,
103,Alabama,Pell City,102650,2016,36396000.0,87.0,
104,Alabama,Perry County,102670,2016,15450000.0,92.0,
105,Alabama,Phenix City,102700,2016,68862000.0,85.0,
106,Alabama,Pickens County,102730,2016,27921000.0,91.0,
107,Alabama,Piedmont City,102760,2016,11355000.0,97.5,
108,Alabama,Pike County,102790,2016,23530000.0,82.0,
109,Alabama,Randolph County,102820,2016,23702000.0,87.0,
110,Alabama,Roanoke City,102850,2016,13381000.0,97.5,
111,Alabama,Russell County,102880,2016,32367000.0,74.0,
112,Alabama,Russellville City,102910,2016,27093000.0,92.0,
113,Alabama,Scottsboro City,102940,2016,26990000.0,87.0,
114,Alabama,Selma City,102970,2016,39712000.0,82.0,
115,Alabama,Sheffield City,103000,2016,13310000.0,82.0,
116,Alabama,Shelby County,103030,2016,204630000.0,93.0,
117,Alabama,St Clair County,103062,2016,80152000.0,87.0,
118,Alabama,Sumter County,103090,2016,19797000.0,77.0,
119,Alabama,Sylacauga City,103120,2016,30634000.0,92.0,
120,Alabama,Talladega City,103150,2016,22472000.0,92.0,
121,Alabama,Talladega County,103180,2016,76784000.0,92.0,
122,Alabama,Tallapoosa County,103210,2016,26794000.0,88.0,
123,Alabama,Tallassee City,103240,2016,17696000.0,87.0,
124,Alabama,Tarrant City,103270,2016,12468000.0,82.0,
125,Alabama,Thomasville City,103300,2016,15018000.0,97.5,
126,Alabama,Troy City,103330,2016,19199000.0,92.0,
127,Alabama,Tuscaloosa City,103360,2016,125943000.0,87.0,
128,Alabama,Tuscaloosa County,103390,2016,172552000.0,84.0,
129,Alabama,Tuscumbia City,103420,2016,16985000.0,77.0,
130,Alabama,Vestavia Hills City,103430,2016,88933000.0,95.0,
131,Alabama,Walker County,103450,2016,76823000.0,90.0,
132,Alabama,Washington County,103480,2016,28507000.0,83.0,
133,Alabama,Wilcox County,103510,2016,19943000.0,87.0,
134,Alabama,Winfield City,103540,2016,13028000.0,97.5,
135,Alabama,Winston County,103580,2016,25019000.0,84.0,
136,Alaska,Lower Kuskokwim School District,200001,2016,172073000.0,52.0,
137,Alaska,Lower Yukon School District,200003,2016,61506000.0,57.0,
138,Alaska,Yupiit School District,200004,2016,15309000.0,54.5,
139,Alaska,Kashunamiut School District,200005,2016,10008000.0,69.5,333.0
140,Alaska,Mount Edgecumbe High School Agency,200006,2016,12112000.0,97.5,426.0
141,Alaska,Aleutians East Borough School District,200007,2016,9399000.0,75.0,240.0
142,Alaska,Bering Strait School District,200020,2016,66782000.0,77.0,
143,Alaska,Bristol Bay Borough School District,200030,2016,4292000.0,75.0,132.0
144,Alaska,Alaska Gateway School District,200050,2016,12381000.0,49.5,
145,Alaska,Cordova City School District,200060,2016,6649000.0,84.5,368.0
146,Alaska,Copper River School District,200070,2016,8392000.0,90.0,
147,Alaska,Craig City School District,200090,2016,8334000.0,54.5,523.0
148,Alaska,Delta-Greely School District,200100,2016,13117000.0,84.5,
149,Alaska,Dillingham City School District,200120,2016,12761000.0,49.5,455.0
150,Alaska,Galena City School District,200130,2016,32884000.0,77.0,4329.0
151,Alaska,Ketchikan Gateway Borough School District,200150,2016,40414000.0,77.0,
152,Alaska,Anchorage School District,200180,2016,800058000.0,80.0,48324.0
153,Alaska,Juneau Borough School District,200210,2016,84571000.0,84.0,4851.0
154,Alaska,Sitka School District,200240,2016,26960000.0,72.0,
155,Alaska,Haines Borough School District,200270,2016,6644000.0,90.0,281.0
156,Alaska,Hoonah City School District,200300,2016,4375000.0,75.0,116.0
157,Alaska,Hydaburg City School District,200330,2016,2971000.0,75.0,88.0
158,Alaska,Kake City School District,200360,2016,3679000.0,75.0,108.0
159,Alaska,Kenai Peninsula Borough School District,200390,2016,163029000.0,83.0,8992.0
160,Alaska,Klawock City School District,200450,2016,3849000.0,75.0,116.0
161,Alaska,Kodiak Island Borough School District,200480,2016,57229000.0,92.0,2434.0
162,Alaska,Lake And Peninsula Borough School District,200485,2016,20312000.0,90.0,
163,Alaska,Matanuska-Susitna Borough School District,200510,2016,358757000.0,79.0,
164,Alaska,Iditarod Area School District,200520,2016,7753000.0,69.5,
165,Alaska,Annette Island School District,200525,2016,8529000.0,90.0,
166,Alaska,Nenana City School District,200540,2016,11138000.0,32.0,1090.0
167,Alaska,Nome Public Schools,200570,2016,16978000.0,74.5,
168,Alaska,Fairbanks North Star Borough School District,200600,2016,233935000.0,74.0,
169,Alaska,North Slope Borough School District,200610,2016,77190000.0,57.0,
170,Alaska,Northwest Arctic Borough School District,200625,2016,75554000.0,72.0,
171,Alaska,Petersburg Borough School District,200660,2016,10277000.0,95.0,
172,Alaska,Saint Mary'S School District,200680,2016,11557000.0,75.0,
173,Alaska,Southeast Island School District,200700,2016,9334000.0,90.0,
174,Alaska,Southwest Region School District,200710,2016,24097000.0,44.5,
175,Alaska,Unalaska City School District,200720,2016,9875000.0,90.0,378.0
176,Alaska,Chatham School District,200730,2016,5074000.0,75.0,
177,Alaska,Kuspuk School District,200760,2016,14494000.0,69.5,
178,Alaska,Denali Borough School District,200770,2016,9707000.0,44.5,872.0
179,Alaska,Yukon Flats School District,200775,2016,10549000.0,49.5,
180,Alaska,Valdez City School District,200780,2016,18570000.0,84.5,642.0
181,Alaska,Chugach School District,200800,2016,6729000.0,90.0,
182,Alaska,Wrangell Public School District,200810,2016,5860000.0,69.5,
183,Alaska,Yukon-Koyukuk School District,200862,2016,24538000.0,47.0,
184,Arizona,Cave Creek Unified District,400001,2016,55252000.0,93.0,
185,Arizona,Chino Valley Unified District,400003,2016,17362000.0,92.0,
186,Arizona,Center For Academic Success  Inc.,400016,2016,10031000.0,84.5,
187,Arizona,Flagstaff Arts And Leadership Academy,400019,2016,2163000.0,84.5,
188,Arizona,Colorado City Unified District,400021,2016,5010000.0,74.5,
189,Arizona,Vernon Elementary District,400022,2016,1900000.0,75.0,
190,Arizona,Pinon Unified District,400023,2016,19521000.0,62.0,
191,Arizona,Heber-Overgaard Unified District,400026,2016,4561000.0,90.0,
192,Arizona,Foothills Academy,400036,2016,2521000.0,84.5,
193,Arizona,Maricopa County Community College District Dba Gateway Early,400041,2016,2312000.0,95.0,
194,Arizona,New School For The Arts,400043,2016,1472000.0,95.0,
195,Arizona,Salt River Pima-Maricopa  Community Schools,400047,2016,6068000.0,47.0,
196,Arizona,Espiritu Community Development Corp. 1,400052,2016,3360000.0,90.0,
197,Arizona,Heritage Academy  Inc.,400053,2016,5519000.0,97.5,
198,Arizona,Arizona School For The Arts,400056,2016,5991000.0,92.0,
199,Arizona,Arizona Call-A-Teen Youth Resources  Inc.,400057,2016,1042000.0,24.5,
200,Arizona,Benjamin Franklin Charter School,400065,2016,17816000.0,95.0,
201,Arizona,Tempe Preparatory Academy,400070,2016,2905000.0,95.0,
202,Arizona,Kingman Academy Of Learning,400074,2016,9299000.0,92.0,
203,Arizona,Career Development  Inc.,400077,2016,1256000.0,44.5,
204,Arizona,Edge School  Inc.  The,400078,2016,1807000.0,42.0,
205,Arizona,Tucson Youth Development/Ace Charter High School,400079,2016,1784000.0,34.5,
206,Arizona,Presidio School,400081,2016,3522000.0,75.0,
207,Arizona,Colorado River Union High School District,400082,2016,14981000.0,87.0,
208,Arizona,Portable Practical Educational Preparation Inc. (Ppep In 1,400083,2016,6411000.0,47.0,
209,Arizona,Az-Tec High School,400094,2016,1039000.0,34.5,
210,Arizona,Yuma Private Industry Council  Inc.,400095,2016,996000.0,32.0,
211,Arizona,Northland Preparatory Academy,400097,2016,4494000.0,97.5,
212,Arizona,Liberty High School,400099,2016,691000.0,69.5,
213,Arizona,Ombudsman Educational Services Ltd. A Subsidiary Of Educ 1,400103,2016,3796000.0,22.0,
214,Arizona,Global Renaissance Academy Of Distinguished Education,400104,2016,679000.0,75.0,
215,Arizona,Arizona Agribusiness & Equine Center Inc. 1,400106,2016,2174000.0,82.0,
216,Arizona,International Commerce Secondary Schools  Inc.,400107,2016,3146000.0,35.0,
217,Arizona,Humanities And Sciences Academy Of The United States  Inc.,400108,2016,1709000.0,42.0,
218,Arizona,American Leadership Academy  Inc.,400112,2016,23293000.0,87.0,
219,Arizona,Accelerated Learning Center  Inc.,400121,2016,1063000.0,72.0,
220,Arizona,Genesis Program  Inc.,400124,2016,1135000.0,54.5,
221,Arizona,American Heritage Academy,400130,2016,3838000.0,90.0,
222,Arizona,Employ-Ability Unlimited  Inc.,400133,2016,1699000.0,69.5,
223,Arizona,Florence Crittenton Services Of Arizona  Inc.,400144,2016,1488000.0,10.0,
224,Arizona,Ha:San Educational Services,400147,2016,1454000.0,49.5,
225,Arizona,Kaizen Education Foundation Dba El Dorado High School,400149,2016,2883000.0,52.0,
226,Arizona,Phoenix School Of Academic Excellence The,400153,2016,1075000.0,90.0,
227,Arizona,Shonto Governing Board Of Education  Inc.,400154,2016,1427000.0,69.5,
228,Arizona,Edkey  Inc. - Sequoia Choice Schools,400157,2016,6817000.0,30.0,
229,Arizona,Tucson Preparatory School,400159,2016,1126000.0,24.5,
230,Arizona,Coconino County Accommodation School District,400163,2016,2077000.0,62.0,
231,Arizona,Sonoran Desert School,400192,2016,335000.0,75.0,
232,Arizona,Pima County,400201,2016,1124000.0,34.5,
233,Arizona,Academy Of Tucson  Inc.,400202,2016,13005000.0,90.0,
234,Arizona,Mountain Rose Academy  Inc.,400204,2016,1615000.0,47.0,
235,Arizona,Park View School  Inc.,400209,2016,1850000.0,95.0,
236,Arizona,Mary Ellen Halvorson Educational Foundation. Dba: Tri-City P,400211,2016,1603000.0,95.0,
237,Arizona,Benson Unified School District,400212,2016,10008000.0,92.0,1263.0
238,Arizona,Career Success Schools,400219,2016,4278000.0,28.0,
239,Arizona,Horizon Community Learning Center Inc. 1,400225,2016,4617000.0,97.5,
240,Arizona,James Madison Preparatory School,400231,2016,1684000.0,90.0,
241,Arizona,Metropolitan Arts Institute  Inc.,400238,2016,1947000.0,95.0,
242,Arizona,Paragon Management  Inc.,400241,2016,14853000.0,2.5,
243,Arizona,Skyline Schools  Inc.,400243,2016,2907000.0,95.0,
244,Arizona,Edkey  Inc. - Sequoia Charter School,400244,2016,9033000.0,84.5,
245,Arizona,Telesis Center For Learning  Inc.,400248,2016,3399000.0,90.0,
246,Arizona,Southern Arizona Community Academy  Inc.,400254,2016,1627000.0,44.5,
247,Arizona,Southgate Academy  Inc.,400259,2016,4149000.0,90.0,
248,Arizona,Eastpointe High School  Inc.,400261,2016,4385000.0,14.0,
249,Arizona,Pace Preparatory Academy  Inc.,400266,2016,675000.0,69.5,
250,Arizona,Kestrel Schools  Inc.,400267,2016,192000.0,24.5,
251,Arizona,Gar  Llc Dba Student Choice High School,400273,2016,1761000.0,42.0,
252,Arizona,Aibt Non-Profit Charter High School - Phoenix,400274,2016,3136000.0,52.0,
253,Arizona,Academy With Community Partners  Inc,400276,2016,933000.0,74.5,
254,Arizona,Deer Valley Charter Schools  Inc.,400278,2016,635000.0,90.0,
255,Arizona,Mohave Accelerated Learning Center,400280,2016,11361000.0,95.0,
256,Arizona,Masada Charter School  Inc.,400281,2016,3361000.0,5.0,
257,Arizona,Harvest Power Community Development Group  Inc.,400282,2016,13397000.0,95.0,
258,Arizona,Omega Alpha Academy,400284,2016,3305000.0,24.5,
259,Arizona,Premier Charter High School,400288,2016,1679000.0,92.0,
260,Arizona,Pan-American Elementary Charter,400290,2016,5068000.0,75.0,
261,Arizona,Kingman Unified School District,400295,2016,49205000.0,77.0,
262,Arizona,E-Institute Charter Schools  Inc.,400311,2016,5343000.0,58.0,
263,Arizona,Yavapai Accommodation School District,400315,2016,985000.0,34.5,63.0
264,Arizona,Pinnacle Education-Wmcb  Inc.,400321,2016,175000.0,75.0,
265,Arizona,Desert Rose Academy Inc.,400322,2016,1304000.0,27.0,
266,Arizona,Success School,400326,2016,5753000.0,95.0,
267,Arizona,Pointe Educational Services,400327,2016,11169000.0,97.5,
268,Arizona,American Virtual Academy,400329,2016,30820000.0,24.0,
269,Arizona,Compass High School  Inc.,400330,2016,3987000.0,52.0,
270,Arizona,James Sandoval Preparatory High School,400332,2016,580000.0,49.5,
271,Arizona,American Charter Schools Foundation D.B.A. Estrella High Sch,400352,2016,2446000.0,37.0,
272,Arizona,American Charter Schools Foundation D.B.A. Peoria Accelerate,400353,2016,4005000.0,33.0,
273,Arizona,American Charter Schools Foundation D.B.A. Sun Valley High S,400354,2016,4148000.0,57.0,
274,Arizona,American Charter Schools Foundation D.B.A. West Phoenix High,400355,2016,3438000.0,42.0,
275,Arizona,Nosotros  Inc,400356,2016,1998000.0,74.5,
276,Arizona,American Charter Schools Foundation D.B.A. Apache Trail High,400357,2016,1257000.0,42.0,
277,Arizona,Sc Jensen Corporation  Inc. Dba Intelli-School,400363,2016,730000.0,24.5,
278,Arizona,Pas Charter  Inc.  Dba Intelli-School,400364,2016,1722000.0,22.0,
279,Arizona,Valley Of The Sun Waldorf Education Association  Dba Desert,400366,2016,2774000.0,75.0,
280,Arizona,Pima Prevention Partnership Dba Pima Partnership School  The,400367,2016,2425000.0,62.0,
281,Arizona,Tucson International Academy  Inc.,400373,2016,4984000.0,90.0,
282,Arizona,Cplc Community Schools Dba Toltecalli High School,400382,2016,1340000.0,74.5,
283,Arizona,American Charter Schools Foundation D.B.A. Desert Hills High,400384,2016,2194000.0,32.0,
284,Arizona,American Charter Schools Foundation D.B.A. Crestview College,400385,2016,2240000.0,32.0,
285,Arizona,Kaizen Education Foundation Dba Summit High School,400386,2016,2663000.0,32.0,
286,Arizona,Kaizen Education Foundation Dba Tempe Accelerated High Schoo,400387,2016,549000.0,10.0,
287,Arizona,Kaizen Education Foundation Dba Skyview High School,400388,2016,1212000.0,37.0,
288,Arizona,Kaizen Education Foundation Dba Maya High School,400389,2016,2823000.0,27.0,
289,Arizona,Vista Charter School,400391,2016,139000.0,24.5,
290,Arizona,Avondale Learning Dba Precision Academy,400394,2016,741000.0,30.0,
291,Arizona,Lead Charter Schools,400395,2016,4173000.0,87.0,
292,Arizona,Founding Fathers Academies  Inc,400398,2016,1413000.0,30.0,
293,Arizona,Cholla Academy,400402,2016,4002000.0,74.5,
294,Arizona,Cornerstone Charter School Inc,400405,2016,1878000.0,95.0,
295,Arizona,City Center For Collaborative Learning,400407,2016,1654000.0,95.0,
296,Arizona,Academy Of Building Industries  Inc.,400414,2016,892000.0,74.5,
297,Arizona,Starshine Academy,400416,2016,2241000.0,5.0,
298,Arizona,Arizona Agribusiness & Equine Center Inc. 2,400417,2016,2453000.0,97.5,
299,Arizona,Gila County Regional School District,400419,2016,342000.0,30.0,80.0
300,Arizona,Pillar Charter School,400420,2016,575000.0,75.0,
301,Arizona,Legacy Education Group,400423,2016,1214000.0,42.0,
302,Arizona,Arizona Agribusiness & Equine Center Inc. 3,400426,2016,1115000.0,95.0,
303,Arizona,Arizona Connections Academy Charter School  Inc.,400427,2016,14501000.0,37.0,
304,Arizona,Country Gardens Charter Schools,400429,2016,3019000.0,75.0,
305,Arizona,Portable Practical Educational Preparation Inc. (Ppep In 2,400432,2016,32098000.0,30.0,
306,Arizona,Chandler Preparatory Academy,400440,2016,6240000.0,97.5,
307,Arizona,Prescott Valley Charter School,400444,2016,2501000.0,75.0,
308,Arizona,American Charter Schools Foundation D.B.A. South Ridge High,400447,2016,3511000.0,97.5,
309,Arizona,Agua Fria Union High School District,400450,2016,61199000.0,89.0,
310,Arizona,Aguila Elementary District,400480,2016,2095000.0,75.0,
311,Arizona,Ajo Unified District,400520,2016,3797000.0,90.0,
312,Arizona,Basis School Inc. 2,400608,2016,26819000.0,97.5,
313,Arizona,Desert Heights Charter Schools,400610,2016,5055000.0,90.0,
314,Arizona,Mcccd On Behalf Of Phoenix College Preparatory Academy,400614,2016,863000.0,24.5,
315,Arizona,American Charter Schools Foundation D.B.A. South Pointe High,400618,2016,3708000.0,47.0,
316,Arizona,American Charter Schools Foundation D.B.A. Alta Vista High S,400619,2016,3591000.0,82.0,
317,Arizona,Pinnacle Education-Tempe  Inc.,400621,2016,2709000.0,24.0,
318,Arizona,Pinnacle Education-Kino  Inc.,400625,2016,447000.0,75.0,
319,Arizona,Pinnacle Education-Casa Grande  Inc.,400626,2016,202000.0,24.5,
320,Arizona,Cochise Community Development Corporation,400632,2016,2660000.0,84.5,
321,Arizona,Canyon Rose Academy  Inc.,400633,2016,1897000.0,22.0,
322,Arizona,Blueprint Education,400636,2016,2484000.0,17.0,
323,Arizona,Integrity Education Incorporated,400650,2016,489000.0,75.0,
324,Arizona,Edkey  Inc. - Arizona Conservatory For Arts And Academics,400653,2016,3113000.0,95.0,
325,Arizona,Veritas Preparatory Academy,400655,2016,6291000.0,95.0,
326,Arizona,Rsd Charter School  Inc.,400656,2016,1031000.0,44.5,
327,Arizona,Amphitheater Unified District,400680,2016,120016000.0,87.0,
328,Arizona,Antelope Union High School District,400720,2016,2962000.0,84.5,
329,Arizona,Scottsdale Preparatory Academy,400747,2016,6853000.0,97.5,
330,Arizona,Arete Preparatory Academy,400757,2016,4549000.0,95.0,
331,Arizona,Glendale Preparatory Academy,400760,2016,4124000.0,95.0,
332,Arizona,Imagine Prep Coolidge  Inc.,400769,2016,5355000.0,95.0,
333,Arizona,Imagine Prep Surprise  Inc.,400770,2016,2790000.0,95.0,
334,Arizona,Blue Adobe Project,400771,2016,520000.0,75.0,
335,Arizona,Daisy Education Corporation Dba Sonoran Science Academy - Ph,400776,2016,2781000.0,90.0,
336,Arizona,Daisy Education Corporation Dba Paragon Science Academy,400778,2016,3380000.0,10.0,
337,Arizona,Imagine Prep Superstition  Inc.,400783,2016,3138000.0,90.0,
338,Arizona,Az Compass Schools  Inc.,400785,2016,2408000.0,75.0,
339,Arizona,Phoenix Collegiate Academy  Inc.,400788,2016,4497000.0,95.0,
340,Arizona,Apache Junction Unified District,400790,2016,29619000.0,81.0,
341,Arizona,The Odyssey Preparatory Academy  Inc.,400800,2016,17644000.0,92.0,
342,Arizona,Cafa  Inc. Dba Learning Foundation And Performing Arts Gilbe,400803,2016,6980000.0,95.0,
343,Arizona,Daisy Education Corporation Dba. Sonoran Science Academy Dav,400807,2016,2163000.0,10.0,
344,Arizona,Ombudsman Educational Services Ltd. A Subsidiary Of Educ 2,400811,2016,3832000.0,17.0,
345,Arizona,Camp Verde Unified School District Dba South Verde Technolog,400813,2016,508000.0,54.5,
346,Arizona,Cplc Community Schools Dba Hiaki High School,400814,2016,1185000.0,49.5,
347,Arizona,Educational Options Foundation,400816,2016,2297000.0,78.0,
348,Arizona,Basis School Inc. 3,400818,2016,9820000.0,95.0,
349,Arizona,Anthem Preparatory Academy,400819,2016,5841000.0,95.0,
350,Arizona,Compass Points International  Inc,400820,2016,1437000.0,74.5,
351,Arizona,Pima Prevention Partnership,400821,2016,1766000.0,52.0,
352,Arizona,Kaizen Education Foundation Dba Mission Heights Preparatory,400823,2016,2789000.0,77.0,
353,Arizona,Arizona Agribusiness & Equine Center Inc. 4,400828,2016,2481000.0,97.5,
354,Arizona,Basis School Inc. 4,400829,2016,11767000.0,90.0,
355,Arizona,Basis School Inc. 5,400830,2016,20191000.0,95.0,
356,Arizona,Basis School Inc. 6,400831,2016,11170000.0,95.0,
357,Arizona,Arizona Agribusiness & Equine Center Inc. 5,400838,2016,1289000.0,84.5,
358,Arizona,Pima Rose Academy  Inc.,400839,2016,2441000.0,57.0,
359,Arizona,Basis School Inc. 7,400843,2016,12809000.0,90.0,
360,Arizona,Asu Preparatory Academy 2,400858,2016,4896000.0,92.0,
361,Arizona,Asu Preparatory Academy 3,400859,2016,2087000.0,95.0,
362,Arizona,Collaborative Pathways  Inc.,400862,2016,1372000.0,90.0,
363,Arizona,Institute For Transformative Education  Inc.,400872,2016,895000.0,90.0,
364,Arizona,Basis School Inc. 8,400878,2016,15479000.0,95.0,
365,Arizona,Southwest Leadership Academy,400880,2016,2015000.0,2.5,
366,Arizona,Basis School Inc. 9,400897,2016,13262000.0,75.0,
367,Arizona,Basis School Inc. 10,400898,2016,11445000.0,24.5,
368,Arizona,Edkey  Inc. - Sequoia Pathway Academy,400904,2016,6031000.0,95.0,
369,Arizona,Ash Fork Joint Unified District,400910,2016,2659000.0,10.0,
370,Arizona,Heritage Academy Queen Creek  Inc.,400911,2016,2472000.0,75.0,
371,Arizona,Heritage Academy Laveen  Inc.,400926,2016,2606000.0,75.0,
372,Arizona,Eca - Arizona  Inc.,400931,2016,590000.0,24.5,
373,Arizona,Bagdad Unified District,401000,2016,5067000.0,90.0,
374,Arizona,Beaver Creek Elementary District,401080,2016,3578000.0,90.0,
375,Arizona,Bicentennial Union High School District,401160,2016,1815000.0,90.0,
376,Arizona,Bisbee Unified District,401180,2016,6996000.0,82.0,
377,Arizona,Bowie Unified District,401330,2016,1353000.0,75.0,
378,Arizona,Buckeye Union High School District,401410,2016,50584000.0,90.0,
379,Arizona,Sierra Vista Unified District,401460,2016,40828000.0,88.0,
380,Arizona,Camp Verde Unified District,401600,2016,11483000.0,92.0,
381,Arizona,Canon Elementary District,401650,2016,1956000.0,75.0,
382,Arizona,Casa Grande Union High School District,401740,2016,29714000.0,77.0,
383,Arizona,Catalina Foothills Unified District,401760,2016,45902000.0,94.0,
384,Arizona,Chandler Unified District #80,401870,2016,331019000.0,94.0,
385,Arizona,Chinle Unified District,401940,2016,48856000.0,67.0,
386,Arizona,Concho Elementary District,402190,2016,3279000.0,30.0,
387,Arizona,Congress Elementary District,402220,2016,1536000.0,75.0,
388,Arizona,Continental Elementary District,402250,2016,7038000.0,95.0,
389,Arizona,Coolidge Unified District,402320,2016,28313000.0,79.0,
